Comment,Cycles,DeepSleep,Framerate,From,Geo,Hours,Id,LenAdjust,Noise,Rating,Sched,Snore,To,Tz
  #home,4,0.36363637,10000,13. 08. 2016 2:33,e065c3d,5.540,1471048430220,-2,0.012083861,0.0,13. 08. 2016 11:00,0,13. 08. 2016 8:06,Europe/Amsterdam
work   #home,5,0.31707317,10000,11. 08. 2016 23:34,e065c3d,7.980,1470951259736,-2,0.002920194,0.0,12. 08. 2016 7:45,0,12. 08. 2016 7:32,Europe/Amsterdam
work   #home,6,0.4698795,10000,11. 08. 2016 0:05,e065c3d,8.040,1470866737679,-2,0.006239209,0.0,11. 08. 2016 7:45,0,11. 08. 2016 8:08,Europe/Amsterdam
work    #home,5,0.53125,10000,10. 08. 2016 0:09,e065c3d,6.440,1470780574003,-2,0.0040191626,0.0,10. 08. 2016 7:45,0,10. 08. 2016 6:36,Europe/Amsterdam
work      #geo3,5,0.7529412,10000,08. 08. 2016 23:38,e0ea5d8,7.100,1470692294488,-2,0.0038937097,0.0,09. 08. 2016 7:45,0,09. 08. 2016 6:44,Europe/Amsterdam
  #home,6,0.46341464,10000,05. 08. 2016 23:08,e065c68,9.130,1470431322015,-2,0.0205356,0.0,08. 08. 2016 7:45,0,06. 08. 2016 8:16,Europe/Amsterdam
work  #newmoon      #home,6,0.44329897,10000,02. 08. 2016 23:53,e065c3d,7.530,1470174791969,-2,0.0035848902,0.0,03. 08. 2016 7:45,0,03. 08. 2016 7:24,Europe/Amsterdam
work     #home,4,0.31325302,10000,01. 08. 2016 23:46,e065c3d,8.110,1470087993145,-2,0.019356072,0.0,02. 08. 2016 7:45,0,02. 08. 2016 7:53,Europe/Amsterdam
work     #home,4,0.43820226,10000,01. 08. 2016 0:40,e065c3d,7.410,1470004807614,-2,0.0061150067,0.0,01. 08. 2016 7:45,0,01. 08. 2016 8:04,Europe/Amsterdam
  #home,3,0.4375,10000,31. 07. 2016 2:35,e065c68,6.670,1469925327311,-2,0.035253562,0.0,01. 08. 2016 7:45,0,31. 07. 2016 9:15,Europe/Amsterdam
  #home,5,0.52577317,10000,30. 07. 2016 1:24,e065c3d,6.500,1469834674118,-2,0.024919154,0.0,01. 08. 2016 7:45,1008,30. 07. 2016 7:54,Europe/Amsterdam
work #dream #stress  #home,6,0.50617284,10000,28. 07. 2016 23:45,e065c60,6.720,1469742308054,-2,0.025315057,0.0,29. 07. 2016 7:45,0,29. 07. 2016 6:28,Europe/Amsterdam
work #alcohol #stress  #home,6,0.50574714,10000,28. 07. 2016 1:04,e065c60,7.250,1469660693530,-2,0.013450009,0.0,28. 07. 2016 7:45,0,28. 07. 2016 8:19,Europe/Amsterdam
work #dream  #home,4,0.5595238,10000,27. 07. 2016 0:28,e065c3d,7.050,1469572107621,-2,0.0032136403,0.0,27. 07. 2016 7:45,0,27. 07. 2016 7:31,Europe/Amsterdam
work   #home,4,0.5714286,10000,26. 07. 2016 0:50,e065c60,6.330,1469487051140,-2,0.0059825974,0.0,26. 07. 2016 8:30,0,26. 07. 2016 7:10,Europe/Amsterdam
work   #home,4,0.45555556,10000,25. 07. 2016 0:57,e065c3d,7.480,1469401076023,-2,0.0066050217,0.0,25. 07. 2016 8:30,0,25. 07. 2016 8:26,Europe/Amsterdam
Manually added,-1,-2.0,10000,23. 07. 2016 8:30,,1.510,1469255411258,0,-1.0,0.0,23. 07. 2016 10:00,-1,23. 07. 2016 10:00,Europe/Amsterdam
  #home,4,0.61904764,10000,23. 07. 2016 0:18,e065c3d,5.860,1469225898836,-2,0.006006629,0.0,25. 07. 2016 7:45,0,23. 07. 2016 6:10,Europe/Amsterdam
work #dream #sick  #home,5,0.4625,10000,21. 07. 2016 23:00,e065c3d,8.920,1469134850898,-2,0.006922308,0.0,22. 07. 2016 7:45,0,22. 07. 2016 7:55,Europe/Amsterdam
work  #sick  #home,5,0.39534885,10000,20. 07. 2016 23:33,e065c3d,8.330,1469050437229,-2,0.011057814,0.0,21. 07. 2016 7:45,0,21. 07. 2016 7:53,Europe/Amsterdam
Manually added #fullmoon #sick ,-1,-2.0,10000,20. 07. 2016 13:25,,2.670,1469013922694,0,-1.0,0.0,20. 07. 2016 16:05,-1,20. 07. 2016 16:05,Europe/Amsterdam
work #fullmoon #sick  #home,5,0.45833334,10000,19. 07. 2016 23:39,e065c3d,5.380,1468964384890,-2,0.0038868778,0.0,20. 07. 2016 7:45,0,20. 07. 2016 5:02,Europe/Amsterdam
work #dream  #home,6,0.5421687,10000,18. 07. 2016 23:40,e065c68,8.080,1468878025946,-2,0.0032953664,0.0,19. 07. 2016 7:45,0,19. 07. 2016 7:45,Europe/Amsterdam
work     #home,6,0.4512195,10000,17. 07. 2016 22:30,e065c68,7.960,1468787451349,-2,0.0020979561,0.0,18. 07. 2016 7:45,0,18. 07. 2016 6:28,Europe/Amsterdam
  #home,4,0.59782606,10000,17. 07. 2016 2:44,e065c3d,5.100,1468716282648,-2,0.009073559,0.0,17. 07. 2016 8:20,0,17. 07. 2016 7:50,Europe/Amsterdam
work   #home,4,0.5647059,10000,14. 07. 2016 23:13,e065c3d,5.880,1468530809437,-2,0.002989736,0.0,15. 07. 2016 7:45,0,15. 07. 2016 5:06,Europe/Amsterdam
work   #home,3,0.5058824,10000,14. 07. 2016 0:21,e065c3d,8.310,1468448498644,-2,0.009090268,0.0,14. 07. 2016 8:15,0,14. 07. 2016 8:40,Europe/Amsterdam
work      #home,4,0.3647059,10000,13. 07. 2016 0:25,e065c68,5.940,1468362340657,-2,0.013304048,0.0,13. 07. 2016 8:15,0,13. 07. 2016 6:22,Europe/Amsterdam
work     #home,1,0.08080808,10000,11. 07. 2016 23:55,e065c68,7.740,1468274152915,-2,0.013261667,0.0,12. 07. 2016 8:15,0,12. 07. 2016 7:40,Europe/Amsterdam
work   #home,4,0.48979592,10000,11. 07. 2016 1:47,e065c68,6.520,1468194456245,-2,0.0022972918,0.0,11. 07. 2016 8:15,0,11. 07. 2016 8:18,Europe/Amsterdam
work   #home,5,0.50549453,10000,08. 07. 2016 0:03,e065c60,6.350,1467928994256,-2,0.008044965,0.0,08. 07. 2016 7:50,0,08. 07. 2016 6:24,Europe/Amsterdam
Manually added #dream ,-1,-2.0,10000,07. 07. 2016 0:25,,6.420,1467843940854,0,-1.0,0.0,07. 07. 2016 6:50,-1,07. 07. 2016 6:50,Europe/Amsterdam
work   #home,2,0.36585367,10000,06. 07. 2016 1:00,e065c60,4.590,1467759601909,-2,0.00203519,0.0,06. 07. 2016 7:50,0,06. 07. 2016 5:35,Europe/Amsterdam
work  #newmoon   #home,6,0.53571427,10000,05. 07. 2016 0:22,e065c60,7.030,1467670925541,-2,0.0056460183,0.0,05. 07. 2016 7:50,0,05. 07. 2016 7:23,Europe/Amsterdam
work  #newmoon  #home,6,0.6363636,10000,04. 07. 2016 0:28,e065c3d,7.300,1467584932204,-2,0.0032022402,0.0,04. 07. 2016 7:50,0,04. 07. 2016 7:46,Europe/Amsterdam
  #home,4,0.44444445,10000,01. 07. 2016 23:34,e065c60,7.910,1467408877909,-2,0.0015696402,0.0,02. 07. 2016 8:20,0,02. 07. 2016 7:29,Europe/Amsterdam
work   #home,5,0.5119048,10000,30. 06. 2016 0:42,e065c60,5.810,1467240143310,-2,0.0025045793,0.0,30. 06. 2016 7:50,0,30. 06. 2016 6:31,Europe/Amsterdam
work    #home,5,0.375,10000,29. 06. 2016 0:57,e065c3d,7.350,1467154649406,-2,0.0050880387,0.0,29. 06. 2016 7:50,0,29. 06. 2016 8:18,Europe/Amsterdam
work   #home,5,0.61627907,10000,28. 06. 2016 0:28,e065c35,7.180,1467066506534,-2,0.0038276128,0.0,28. 06. 2016 7:50,0,28. 06. 2016 7:39,Europe/Amsterdam
work   #home,5,0.4390244,10000,26. 06. 2016 23:56,e065c35,7.940,1466978173934,-2,0.012406335,0.0,27. 06. 2016 7:50,0,27. 06. 2016 7:52,Europe/Amsterdam
work   #home,5,0.36585367,10000,23. 06. 2016 23:43,e065c68,8.010,1466718223141,-1,0.0067564812,0.0,24. 06. 2016 7:50,0,24. 06. 2016 7:44,Europe/Amsterdam
work   #home,4,0.3690476,10000,22. 06. 2016 23:52,e065c68,8.150,1466632324806,-2,0.019467998,0.0,23. 06. 2016 7:50,0,23. 06. 2016 8:00,Europe/Amsterdam
work     #home,7,0.47,10000,22. 06. 2016 0:15,e065c68,7.770,1466547308780,-2,0.003414925,0.0,22. 06. 2016 7:50,0,22. 06. 2016 8:01,Europe/Amsterdam
work #fullmoon #stress  #home,7,0.44705883,10000,21. 06. 2016 0:28,e065c60,7.090,1466461690887,-2,0.021419518,0.0,21. 06. 2016 7:50,0,21. 06. 2016 7:33,Europe/Amsterdam
work  #fullmoon  #home,6,0.5875,10000,20. 06. 2016 0:15,e065c60,7.800,1466374527792,-2,0.006600294,0.0,20. 06. 2016 7:50,0,20. 06. 2016 8:03,Europe/Amsterdam
work #stress  #home,6,0.5903614,10000,16. 06. 2016 23:52,e065c68,4.640,1466113962946,-2,0.007013754,0.0,17. 06. 2016 7:50,0,17. 06. 2016 4:31,Europe/Amsterdam
work #dream  #home,5,0.45,10000,16. 06. 2016 0:05,e065c68,7.820,1466028302870,-2,0.02473288,0.0,16. 06. 2016 7:50,84,16. 06. 2016 7:54,Europe/Amsterdam
work  #alcohol  #home,4,0.57831323,10000,14. 06. 2016 23:51,e065c60,5.760,1465941118575,-2,0.004068765,0.0,15. 06. 2016 7:50,0,15. 06. 2016 5:37,Europe/Amsterdam
work #dream  #home,3,0.3265306,10000,14. 06. 2016 0:02,e065c60,7.620,1465855331077,-2,0.024637198,0.0,14. 06. 2016 7:30,0,14. 06. 2016 7:39,Europe/Amsterdam
work    #dream  #home,5,0.3580247,10000,12. 06. 2016 23:06,e065c60,7.880,1465765572299,-2,0.04163118,0.0,13. 06. 2016 7:30,0,13. 06. 2016 6:59,Europe/Amsterdam
  #home,5,0.41666666,10000,11. 06. 2016 23:06,e065c60,9.400,1465679185944,-2,0.015130651,0.0,13. 06. 2016 7:30,0,12. 06. 2016 8:30,Europe/Amsterdam
work #alcohol  #home,5,0.4878049,10000,10. 06. 2016 0:24,e065c60,5.690,1465511082306,-2,0.004127902,0.0,10. 06. 2016 7:30,0,10. 06. 2016 6:06,Europe/Amsterdam
work #alcohol  #home,5,0.475,10000,09. 06. 2016 0:17,e065c60,6.690,1465424227354,-2,0.009992515,0.0,09. 06. 2016 7:30,0,09. 06. 2016 6:58,Europe/Amsterdam
work    #home,5,0.5176471,10000,07. 06. 2016 22:53,e065c68,8.270,1465332786996,-2,0.0102699725,0.0,08. 06. 2016 8:10,0,08. 06. 2016 7:09,Europe/Amsterdam
work #alcohol  #home,5,0.44705883,10000,07. 06. 2016 0:31,e065c68,7.120,1465252281260,-2,0.012742614,0.0,07. 06. 2016 8:10,0,07. 06. 2016 7:38,Europe/Amsterdam
work      #home,5,0.5154639,10000,06. 06. 2016 0:19,e065c68,6.460,1465165140165,-2,0.008423139,0.0,06. 06. 2016 8:10,0,06. 06. 2016 6:46,Europe/Amsterdam
 #newmoon #dream #stress  #home,6,0.4883721,10000,05. 06. 2016 0:31,e065c68,7.160,1465079518657,-2,0.017647758,0.0,06. 06. 2016 7:45,0,05. 06. 2016 7:41,Europe/Amsterdam
 #stress  #home,6,0.4625,10000,04. 06. 2016 2:36,e065c68,6.710,1465000589858,-2,0.011774953,0.0,06. 06. 2016 7:45,0,04. 06. 2016 9:19,Europe/Amsterdam
work   #home,4,0.3493976,10000,01. 06. 2016 23:51,e065c68,8.040,1464817872981,-2,0.0071177455,0.0,02. 06. 2016 7:45,0,02. 06. 2016 7:53,Europe/Amsterdam
work   #home,5,0.5058824,10000,01. 06. 2016 0:13,e065c68,7.090,1464732815086,-2,0.030487938,0.0,01. 06. 2016 7:45,0,01. 06. 2016 7:18,Europe/Amsterdam
work    #home,5,0.39795917,10000,30. 05. 2016 23:37,e065c68,7.630,1464644256531,-2,0.008640699,0.0,31. 05. 2016 7:45,0,31. 05. 2016 7:15,Europe/Amsterdam
work   #home,3,0.34020618,10000,30. 05. 2016 0:13,e065c68,7.590,1464560007137,-2,0.0048952103,0.0,30. 05. 2016 7:45,0,30. 05. 2016 7:48,Europe/Amsterdam
  #home,5,0.3902439,10000,27. 05. 2016 23:23,e065c68,8.010,1464384199314,-2,0.010276789,0.0,28. 05. 2016 10:00,0,28. 05. 2016 7:24,Europe/Amsterdam
  #home,3,0.43333334,10000,26. 05. 2016 1:27,e065c35,6.250,1464218846276,-2,0.0045368574,0.0,28. 05. 2016 10:00,0,26. 05. 2016 7:42,Europe/Amsterdam
work   #home,6,0.4226804,10000,25. 05. 2016 0:42,e065c35,7.530,1464129723377,-2,0.0041396064,0.0,25. 05. 2016 7:45,0,25. 05. 2016 8:13,Europe/Amsterdam
work   #home,4,0.3409091,10000,24. 05. 2016 0:10,e065c35,7.330,1464041452026,-2,0.007869735,0.0,24. 05. 2016 7:45,0,24. 05. 2016 7:30,Europe/Amsterdam
work   #home,4,0.5185185,10000,22. 05. 2016 23:24,e065c35,7.920,1463952291131,-2,0.0057681566,0.0,23. 05. 2016 7:45,0,23. 05. 2016 7:20,Europe/Amsterdam
 #fullmoon     #home,4,0.3493976,10000,22. 05. 2016 1:52,e065c68,6.950,1463874777904,-2,0.026309125,0.0,22. 05. 2016 10:00,0,22. 05. 2016 8:49,Europe/Amsterdam
  #home,3,0.61445785,10000,21. 05. 2016 1:04,e065c68,6.890,1463785498032,-2,0.010251673,0.0,21. 05. 2016 10:00,0,21. 05. 2016 7:58,Europe/Amsterdam
work   #home,4,0.45454547,10000,20. 05. 2016 1:12,e065c68,6.590,1463699571571,-2,0.04155795,0.0,20. 05. 2016 7:45,0,20. 05. 2016 7:48,Europe/Amsterdam
work   #home,5,0.62650603,10000,18. 05. 2016 23:48,e065c3d,8.110,1463608094550,-2,0.008747266,0.0,19. 05. 2016 7:30,0,19. 05. 2016 7:54,Europe/Amsterdam
work   #geo2,3,0.9518072,10000,16. 05. 2016 22:43,e0236ef,4.630,1463431396477,-2,0.020615485,0.0,17. 05. 2016 3:20,0,17. 05. 2016 3:21,Europe/Amsterdam
work  #geo2,2,0.89873415,10000,16. 05. 2016 1:19,e023c47,2.230,1463354384803,0,0.0,0.0,16. 05. 2016 9:10,0,16. 05. 2016 3:33,Europe/Amsterdam
  #geo2,1,0.7586207,10000,15. 05. 2016 2:18,e023c43,7.280,1463271513153,-2,0.008487309,0.0,15. 05. 2016 10:00,0,15. 05. 2016 9:35,Europe/Amsterdam
Manually added #dream ,-1,-2.0,10000,14. 05. 2016 23:55,,2.330,1463262947427,0,-1.0,0.0,15. 05. 2016 2:15,-1,15. 05. 2016 2:15,Europe/Amsterdam
  #home,5,0.3580247,10000,14. 05. 2016 0:16,e065c68,7.910,1463177800640,-2,0.021855766,0.0,14. 05. 2016 10:00,0,14. 05. 2016 8:11,Europe/Amsterdam
work #dream  #home,8,0.44444445,10000,11. 05. 2016 23:24,e065c68,8.800,1463001878656,-2,0.0090486845,0.0,12. 05. 2016 8:00,0,12. 05. 2016 8:12,Europe/Amsterdam
work #alcohol #dream  #home,7,0.5862069,10000,11. 05. 2016 1:03,e065c68,7.280,1462921382989,-2,0.032346707,0.0,11. 05. 2016 8:00,0,11. 05. 2016 8:19,Europe/Amsterdam
work #dream  #home,6,0.3678161,10000,09. 05. 2016 23:36,e065c68,8.460,1462829789353,-2,0.008605519,0.0,10. 05. 2016 8:00,0,10. 05. 2016 8:03,Europe/Amsterdam
work   #home,5,0.43373495,10000,08. 05. 2016 23:59,e065c68,8.100,1462744755319,-2,0.01992242,0.0,09. 05. 2016 8:00,0,09. 05. 2016 8:05,Europe/Amsterdam
 #dream  #home,8,0.5625,10000,07. 05. 2016 23:17,e065c60,10.060,1462655854083,-2,0.015138364,0.0,09. 05. 2016 8:00,0,08. 05. 2016 9:21,Europe/Amsterdam
 #newmoon #alcohol  #home,4,0.53409094,10000,07. 05. 2016 2:41,e065c60,4.870,1462581669852,-2,0.041330975,0.0,07. 05. 2016 9:30,0,07. 05. 2016 7:33,Europe/Amsterdam
work   #home,7,0.64634144,10000,06. 05. 2016 1:09,e065c3d,5.700,1462489791376,-2,0.025932834,0.0,06. 05. 2016 8:00,0,06. 05. 2016 6:51,Europe/Amsterdam
work #alcohol  #home,3,0.3139535,10000,03. 05. 2016 23:44,e065c60,4.780,1462311854550,-2,0.012828668,0.0,04. 05. 2016 8:00,0,04. 05. 2016 4:30,Europe/Amsterdam
work   #home,5,0.47619048,10000,03. 05. 2016 0:41,e065c68,5.810,1462228895926,-2,0.009350228,0.0,03. 05. 2016 8:00,0,03. 05. 2016 6:30,Europe/Amsterdam
work   #home,4,0.39506173,10000,01. 05. 2016 23:10,e065c68,8.990,1462137049179,-2,0.010146216,0.0,02. 05. 2016 8:00,0,02. 05. 2016 8:10,Europe/Amsterdam
  #home,6,0.42528737,10000,30. 04. 2016 1:32,e065c3d,7.250,1461972775027,-2,0.006630455,0.0,30. 04. 2016 9:30,0,30. 04. 2016 8:47,Europe/Amsterdam
work   #home,4,0.44329897,10000,28. 04. 2016 0:10,e065c3d,7.580,1461795008355,-2,0.010879269,0.0,28. 04. 2016 8:00,0,28. 04. 2016 7:45,Europe/Amsterdam
work   #home,5,0.37037036,10000,27. 04. 2016 0:10,e065c60,7.880,1461708652339,-2,0.009772726,0.0,27. 04. 2016 8:00,0,27. 04. 2016 8:03,Europe/Amsterdam
work   #home,8,0.5185185,10000,25. 04. 2016 23:08,e065c3d,8.990,1461618517060,-2,0.018172361,0.0,26. 04. 2016 8:00,0,26. 04. 2016 8:07,Europe/Amsterdam
work   #home,3,0.3939394,10000,25. 04. 2016 1:47,e065c3d,6.590,1461541661846,-2,0.02669362,0.0,25. 04. 2016 8:00,0,25. 04. 2016 8:23,Europe/Amsterdam
  #home,7,0.38271606,10000,23. 04. 2016 0:28,e065c60,8.950,1461364110316,-2,0.044063114,0.0,23. 04. 2016 9:30,0,23. 04. 2016 9:25,Europe/Amsterdam
work  #fullmoon  #home,3,0.5714286,10000,22. 04. 2016 2:34,e065c60,5.460,1461285247855,-2,0.047880832,0.0,22. 04. 2016 8:00,0,22. 04. 2016 8:01,Europe/Amsterdam
work   #home,4,0.47916666,10000,20. 04. 2016 1:11,e065c3d,5.370,1461107471988,-2,0.0068422356,0.0,20. 04. 2016 8:00,0,20. 04. 2016 6:33,Europe/Amsterdam
work   #home,4,0.3723404,10000,19. 04. 2016 3:06,e065c3d,5.210,1461027968760,-2,0.010658021,0.0,19. 04. 2016 7:00,0,19. 04. 2016 8:18,Europe/Amsterdam
work   #home,2,0.30612245,10000,18. 04. 2016 0:22,e065c3d,7.670,1460931720551,-2,0.0076592965,0.0,18. 04. 2016 7:00,0,18. 04. 2016 8:02,Europe/Amsterdam
work   #home,7,0.4512195,10000,12. 04. 2016 23:02,e065c60,8.020,1460494926194,-2,0.019733759,0.0,13. 04. 2016 7:00,0,13. 04. 2016 7:03,Europe/Amsterdam
work    #home,5,0.47560975,10000,12. 04. 2016 1:18,e065c60,6.810,1460416738721,-2,0.0052246335,0.0,12. 04. 2016 8:00,0,12. 04. 2016 8:07,Europe/Amsterdam
work   #home,7,0.5051546,10000,08. 04. 2016 1:32,e065c68,6.490,1460071932326,-2,0.0078031835,0.0,08. 04. 2016 8:00,0,08. 04. 2016 8:01,Europe/Amsterdam
work  #newmoon   #home,4,0.45454547,10000,07. 04. 2016 1:24,e065c60,6.620,1459985047158,-2,0.011526219,0.0,07. 04. 2016 8:00,0,07. 04. 2016 8:01,Europe/Amsterdam
work   #home,6,0.54022986,10000,04. 04. 2016 23:27,e065c60,7.270,1459805263040,-2,0.03141915,0.0,05. 04. 2016 7:00,0,05. 04. 2016 6:44,Europe/Amsterdam
work    #home,3,0.6413044,10000,03. 04. 2016 23:31,e065c60,3.090,1459719088772,-2,0.038346328,0.0,04. 04. 2016 7:00,0,04. 04. 2016 2:36,Europe/Amsterdam
  #home,4,0.4875,10000,03. 04. 2016 3:33,e065c60,3.350,1459647194910,-2,0.010049325,4.0,03. 04. 2016 9:30,0,03. 04. 2016 6:54,Europe/Amsterdam
  #home,6,0.5294118,10000,02. 04. 2016 2:12,e065c60,7.130,1459555928822,-2,0.0055033173,0.0,04. 04. 2016 8:00,0,02. 04. 2016 9:20,Europe/Amsterdam
work    #home,3,0.49484536,10000,31. 03. 2016 0:22,e065c60,4.330,1459376564885,-2,0.004962323,0.0,31. 03. 2016 8:00,0,31. 03. 2016 4:42,Europe/Amsterdam
work   #home,3,0.5,10000,30. 03. 2016 1:48,e065c60,5.250,1459295291373,-2,0.02173335,0.0,30. 03. 2016 8:00,0,30. 03. 2016 7:03,Europe/Amsterdam
  #home,4,0.5802469,10000,19. 03. 2016 23:38,e065c3d,4.500,1458427096668,-2,0.013884853,0.0,20. 03. 2016 4:10,0,20. 03. 2016 4:08,Europe/Vienna
work       #home,5,0.8023256,10000,18. 03. 2016 4:16,e065c3d,3.580,1458270960206,-2,0.003939066,0.0,18. 03. 2016 7:50,0,18. 03. 2016 7:50,Europe/Vienna
work   #home,4,0.47252747,10000,17. 03. 2016 0:42,e065c3d,6.340,1458171754004,-2,0.01188323,0.0,17. 03. 2016 7:50,0,17. 03. 2016 7:02,Europe/Vienna
work     #home,5,0.6111111,10000,15. 03. 2016 0:04,e065c3d,5.010,1457996648227,-2,0.0032588586,0.0,15. 03. 2016 8:00,0,15. 03. 2016 5:04,Europe/Vienna
work   #home,5,0.375,10000,14. 03. 2016 0:01,e065c3d,8.530,1457910073993,-2,0.023082979,0.0,14. 03. 2016 8:00,0,14. 03. 2016 8:33,Europe/Vienna
work   #home,5,0.43023255,10000,10. 03. 2016 23:44,e065c68,8.340,1457649895392,-2,0.02217584,0.0,11. 03. 2016 8:00,0,11. 03. 2016 8:05,Europe/Vienna
work   #home,4,0.556701,10000,10. 03. 2016 1:05,e065c68,5.390,1457568340432,-2,0.0025987502,0.0,10. 03. 2016 8:00,0,10. 03. 2016 6:28,Europe/Vienna
work  #newmoon     #home,3,0.30612245,10000,09. 03. 2016 0:02,e065c60,7.630,1457478141309,-2,0.049993012,0.0,09. 03. 2016 8:00,0,09. 03. 2016 7:40,Europe/Vienna
work  #dream  #home,3,0.42696628,10000,08. 03. 2016 0:21,e065c68,7.440,1457392883253,-2,0.0055883136,0.0,08. 03. 2016 8:00,84,08. 03. 2016 7:47,Europe/Vienna
work   #home,4,0.3292683,10000,06. 03. 2016 23:55,e065c60,7.960,1457304916756,-2,0.017749183,0.0,07. 03. 2016 8:00,0,07. 03. 2016 7:53,Europe/Vienna
  #home,5,0.46,10000,05. 03. 2016 0:45,e065c60,7.770,1457135147487,-2,0.032255065,0.0,07. 03. 2016 8:00,0,05. 03. 2016 8:32,Europe/Vienna
work     #home,7,0.50574714,10000,03. 03. 2016 23:50,e065c60,7.260,1457045425422,-2,0.042406976,0.0,04. 03. 2016 8:00,0,04. 03. 2016 7:05,Europe/Vienna
work      #home,4,0.39583334,10000,03. 03. 2016 0:25,e065c60,7.510,1456961145676,-2,0.04625628,0.0,03. 03. 2016 8:00,0,03. 03. 2016 7:56,Europe/Vienna
  #home,3,0.45833334,10000,27. 02. 2016 0:01,e065c60,6.420,1456527719996,-2,0.016211871,0.0,29. 02. 2016 8:00,0,27. 02. 2016 6:27,Europe/Vienna
work   #home,3,0.6296296,10000,26. 02. 2016 0:06,e065c60,4.530,1456441578226,-2,0.0023323277,0.0,26. 02. 2016 8:00,0,26. 02. 2016 4:37,Europe/Vienna
